ts_utc,kind,magic,side,why,reason,ok,signal_time_utc,decision_time_utc,signal_age_seconds,reversal_direction,reversal_brick_price,reversal_brick_index,m1_closed_bar_time_utc,bid_at_decision,ask_at_decision,spread_at_decision,quote_at_decision,chase_price_signed,chase_points_signed,atr_m1_14_at_decision,atr_over_brick_at_decision,ema20_at_decision,ema50_at_decision,shadow_chase_50_pass,shadow_chase_100_pass,requested_price,fill_price,fill_distance_from_brick,adverse_slippage_price,adverse_slippage_points,slippage_usd,bid,ask,spread,bid_after_fill,ask_after_fill,spread_after_fill,latency_ms,retcode,broker_comment,deal,order,request_id,basket_before,positions,recovery,cycle_direction,protection_state,daily_total,trail_armed,peak,floor,trigger_total,final_total,execution_gap,day,bot_value,activate,giveback,daily_loss_limit,balance,equity,margin,margin_free,margin_level
2026-08-09T22:32:20.373,close_decided,770407,,recovered - own cycle P&L +0.25 (realised +0.00 + floating +0.25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.65,134.9,3.26,131.64,4138.0
2026-08-09T22:32:20.982,order_close,770407,SELL,recovered - own cycle P&L +0.25 (realised +0.00 + floating +0.25),,True,,,,,,,,,,,,,,,,,,,,65102.96,65102.96,,,,-0.0,65092.96,65102.96,10.0,,,,614.9,10009,ok,532789350,1036730995,,,,,,,,,,,,,,,,,,,,,,,
2026-08-09T22:32:21.578,order_close,770407,SELL,recovered - own cycle P&L +0.25 (realised +0.00 + floating +0.25),,True,,,,,,,,,,,,,,,,,,,,65102.96,65110.69,,,,-0.0773,65092.96,65102.96,10.0,,,,583.9,10009,ok,532789358,1036731008,,,,,,,,,,,,,,,,,,,,,,,
2026-08-10T00:00:00.389,protection_day_start,770407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-10,5.88,7.0,4.0,20.0,,,,,
2026-08-10T00:10:14.331,signal_seen,770407,,,,,2026-08-10T00:09:00,2026-08-10T00:10:14.171,74.172,BUY,64921.23,2398,2026-08-10T00:09:00,64984.97,64994.97,10.0,64994.97,73.74,7374.0,42.19,0.8438,64875.2096,64882.9622,False,True,,,,,,,,,,,,,,,,,,,,0,False,,ACTIVE,0.0,False,,,,,,,,,,,,,,,
2026-08-10T00:10:15.051,order_open,770407,BUY,new cycle,,True,2026-08-10T00:09:00,2026-08-10T00:10:14.345,74.346,BUY,64921.23,2398,2026-08-10T00:09:00,64984.96,64994.96,10.0,64994.96,73.73,7373.0,42.19,0.8438,64875.2096,64882.9622,False,True,64994.96,64994.96,73.73,0.0,0.0,-0.0,64984.96,64994.96,10.0,64984.96,64994.96,10.0,538.1,10009,ok,532820007,1036763157,3402256299,0,,,,,,,,,,,,,,,,,134.82,134.72,1.62,133.1,8316.0
2026-08-10T00:21:19.192,signal_seen,770407,,,,,2026-08-10T00:20:00,2026-08-10T00:21:18.965,78.966,SELL,65071.23,2404,2026-08-10T00:20:00,64975.99,64985.99,10.0,64975.99,95.24,9524.0,63.5357,1.2707,65016.0239,64958.1868,False,True,,,,,,,,,,,,,,,,,,,,0,False,,ACTIVE,2.5,False,,,,,,,,,,,,,,,
2026-08-10T00:21:20.049,order_open,770407,SELL,new cycle,,True,2026-08-10T00:20:00,2026-08-10T00:21:19.201,79.201,SELL,65071.23,2404,2026-08-10T00:20:00,64975.99,64985.99,10.0,64975.99,95.24,9524.0,63.5357,1.2707,65016.0239,64958.1868,False,True,64975.99,64982.48,88.75,-6.49,-649.0,0.0649,64975.99,64985.99,10.0,64982.48,64992.48,10.0,631.3,10009,ok,532825992,1036768865,3402256300,0,,,,,,,,,,,,,,,,,137.32,137.28,1.62,135.66,8474.1
2026-08-10T01:11:34.549,signal_seen,770407,,,,,2026-08-10T01:10:00,2026-08-10T01:11:34.384,94.385,BUY,64921.23,2410,2026-08-10T01:10:00,64926.39,64936.39,10.0,64936.39,15.16,1516.0,38.1529,0.7631,64924.6044,64924.5617,True,True,,,,,,,,,,,,,,,,,,,,1,False,SELL,ACTIVE,2.96,False,,,,,,,,,,,,,,,
2026-08-10T01:11:34.609,signal_waiting,770407,,,holding_not_in_recovery,,2026-08-10T01:10:00,2026-08-10T01:11:34.384,94.385,BUY,64921.23,2410,2026-08-10T01:10:00,64926.39,64936.39,10.0,64936.39,15.16,1516.0,38.1529,0.7631,64924.6044,64924.5617,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-10T02:16:10.080,signal_seen,770407,,,,,2026-08-10T02:15:00,2026-08-10T02:16:09.903,69.903,SELL,65071.23,2416,2026-08-10T02:15:00,64998.74,65008.74,10.0,64998.74,72.49,7249.0,35.0857,0.7017,65066.2737,65040.8399,False,True,,,,,,,,,,,,,,,,,,,,1,True,SELL,ACTIVE,2.23,False,,,,,,,,,,,,,,,
2026-08-10T02:16:10.961,order_open,770407,SELL,recovery add #2,,True,2026-08-10T02:15:00,2026-08-10T02:16:10.094,70.095,SELL,65071.23,2416,2026-08-10T02:15:00,64998.74,65008.74,10.0,64998.74,72.49,7249.0,35.0857,0.7017,65066.2737,65040.8399,False,True,64998.74,64995.17,76.06,3.57,357.0,-0.0357,64998.74,65008.74,10.0,64995.17,65005.17,10.0,644.3,10009,ok,532863601,1036805292,3402256301,1,,,,,,,,,,,,,,,,,137.32,136.99,3.25,133.74,4215.1
2026-08-10T02:17:31.425,close_decided,770407,,recovered - own cycle P&L +0.39 (realised +0.00 + floating +0.39),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.32,137.71,3.25,134.46,4237.2
2026-08-10T02:17:32.069,order_close,770407,SELL,recovered - own cycle P&L +0.39 (realised +0.00 + floating +0.39),,True,,,,,,,,,,,,,,,,,,,,64969.35,64970.33,,,,-0.0098,64959.35,64969.35,10.0,,,,637.9,10009,ok,532863810,1036805519,,,,,,,,,,,,,,,,,,,,,,,
