position_id,instrumentation,opened,closed,duration_s,duration_min,side,volume,entry,exit,pnl,won,move_pts,move_pct,move_in_atr15,velocity_pts_min,mfe_pts,mae_pts,exit_reason,hour,weekday,spread_at_entry,M5_close,M5_atr,M5_vs_ema21,M5_ema_cross,M5_structure,M5_slope5,M5_donchian,M5_pct_of_range,M15_close,M15_atr,M15_vs_ema21,M15_ema_cross,M15_structure,M15_slope5,M15_donchian,M15_pct_of_range,H1_close,H1_atr,H1_vs_ema21,H1_ema_cross,H1_structure,H1_slope5,H1_donchian,H1_pct_of_range,H4_close,H4_atr,H4_vs_ema21,H4_ema_cross,H4_structure,H4_slope5,H4_donchian,H4_pct_of_range,M5_aligned,M15_aligned,H1_aligned,H4_aligned,entry_candle_dir,entry_candle_range,entry_body_pct,entry_upper_wick_pct,entry_lower_wick_pct,entry_tick_volume,entry_spread_pts
2978324346,False,2026-07-19T11:01:47,2026-07-19T11:20:25,1118,18.6,BUY,0.01,64494.04,64588.9,0.95,True,94.9,0.1471,1.04,5.1,100.2,16.3,[tp 64588.90000],11,Sunday,10.0,64550.77,46.8,below,bull,LH_LL,-26.3,inside,54.5,64550.77,89.0,below,bear,mixed,76.5,inside,40.6,64550.77,168.1,above,bull,LH_LL,-126.3,inside,59.9,64668.8,500.2,above,bull,LH_LL,656.6,inside,86.5,False,False,True,True,down,46.1,66.6,6.0,27.4,70.0,1000.0
2978397963,False,2026-07-19T12:09:18,2026-07-19T13:33:11,5033,83.9,BUY,0.01,64355.130000000005,64428.83,0.74,True,73.7,0.1145,0.74,0.9,75.4,116.8,[tp 64428.83000],12,Sunday,10.0,64384.13,52.0,below,bear,LH_LL,-98.8,breakout_dn,-3.0,64427.97,93.0,below,bear,LH_LL,-186.8,inside,1.0,64427.97,165.8,below,bull,LH_LL,-238.0,inside,47.0,64427.97,472.9,above,bull,LH_LL,357.3,inside,79.0,False,False,False,True,down,37.6,70.6,14.5,14.9,98.0,1000.0
2978566771,False,2026-07-19T14:47:34,2026-07-19T15:27:20,2386,39.8,SELL,0.01,64553.69,64481.54,0.72,True,72.2,0.1118,0.61,1.8,85.0,62.6,[tp 64481.54000],14,Sunday,10.0,64474.96,62.3,above,bull,mixed,27.8,inside,85.9,64474.96,114.9,above,bear,mixed,118.5,inside,56.6,64426.27,174.1,below,bull,HH_HL,-233.9,inside,28.8,64427.97,472.9,above,bull,LH_LL,357.3,inside,79.0,False,False,True,False,up,67.8,86.0,14.0,0.0,81.0,1000.0
2978637589,False,2026-07-19T16:05:52,2026-07-19T17:01:58,3366,56.1,SELL,0.01,64603.6,64452.47,1.52,True,151.1,0.2339,1.36,2.7,246.7,-21.8,[tp 64452.47000],16,Sunday,10.0,64557.14,52.1,above,bull,mixed,42.6,inside,76.8,64522.74,109.6,above,bull,mixed,47.8,inside,68.1,64522.74,188.5,above,bull,mixed,-28.0,inside,41.1,64522.74,437.1,above,bull,LH_LL,16.5,inside,82.8,False,False,False,False,up,48.9,35.5,64.5,0.0,79.0,1000.0
2978681695,False,2026-07-19T17:02:00,2026-07-19T17:06:22,262,4.4,BUY,0.01,64365.45,64565.4,2.0,True,199.9,0.3106,1.62,45.8,204.8,11.1,[tp 64565.40000],17,Sunday,10.0,64496.03,61.9,below,bull,LH_LL,2.3,inside,31.4,64496.03,107.9,above,bull,LH_LL,-16.5,inside,68.2,64496.03,178.9,below,bull,HH_HL,68.1,inside,37.3,64522.74,437.1,above,bull,LH_LL,16.5,inside,82.8,False,True,False,True,up,104.3,79.2,19.7,1.1,118.0,1000.0
2978700016,False,2026-07-19T17:11:28,2026-07-19T17:42:06,1838,30.6,SELL,0.01,64602.75,64576.33,0.27,True,26.4,0.0409,0.21,0.9,47.2,107.5,[tp 64576.33000],17,Sunday,10.0,64534.79,75.4,above,bull,HH_HL,-11.9,inside,71.3,64496.03,107.9,above,bull,LH_LL,-16.5,inside,68.2,64496.03,178.9,below,bull,HH_HL,68.1,inside,37.3,64522.74,437.1,above,bull,LH_LL,16.5,inside,82.8,False,False,True,False,up,94.5,90.7,9.3,0.1,115.0,1000.0
2978759994,False,2026-07-19T18:03:43,2026-07-19T20:00:26,7003,116.7,BUY,0.01,64421.97,64446.38,0.24,True,24.4,0.0379,0.18,0.2,47.8,184.7,[tp 64446.38000],18,Sunday,10.0,64506.0,78.0,below,bull,LH_LL,-116.3,inside,42.6,64506.0,123.4,below,bull,LH_LL,-40.7,inside,55.5,64506.0,187.9,above,bull,mixed,110.7,inside,38.7,64522.74,437.1,above,bull,LH_LL,16.5,inside,82.8,False,False,True,True,down,60.8,44.6,14.4,41.0,96.0,1000.0
2978854619,False,2026-07-19T20:15:02,2026-07-19T21:31:59,4617,77.0,SELL,0.01,64457.380000000005,64404.09,0.53,True,53.3,0.0827,0.43,0.7,64.4,58.4,[tp 64404.09000],20,Sunday,10.0,64453.46,45.7,above,bull,HH_HL,95.8,inside,73.5,64453.46,125.8,above,bear,HH_HL,79.8,inside,45.7,64404.1,192.3,below,bear,mixed,-139.5,inside,24.1,64404.1,419.6,above,bull,mixed,-390.5,inside,78.7,False,False,True,False,down,9.6,51.0,49.0,0.0,50.0,1000.0
2978907306,False,2026-07-19T21:40:35,2026-07-19T22:01:38,1263,21.1,BUY,0.01,64351.02,64511.6,1.61,True,160.6,0.2495,1.81,7.6,180.0,65.8,[tp 64511.60000],21,Sunday,10.0,64380.84,44.1,below,bear,LH_LL,-98.2,inside,19.3,64423.93,99.3,below,bear,LH_LL,-29.5,inside,39.5,64487.0,194.5,above,bear,HH_HL,-35.7,inside,36.0,64404.1,419.6,above,bull,mixed,-390.5,inside,78.7,False,False,True,True,down,76.4,80.0,0.1,19.9,88.0,1000.0
2978937091,False,2026-07-19T22:01:39,2026-07-20T05:01:23,25184,419.7,SELL,0.01,64511.89,64480.31,0.32,True,31.6,0.049,0.3,0.1,222.4,545.9,[tp 64480.31000],22,Sunday,10.0,64364.82,54.8,below,bear,LH_LL,-12.9,inside,32.7,64364.82,88.3,below,bear,LH_LL,-82.0,inside,27.0,64364.82,203.1,below,bear,mixed,-131.2,inside,18.4,64404.1,419.6,above,bull,mixed,-390.5,inside,78.7,True,True,True,False,up,150.3,64.3,26.1,9.6,150.0,1000.0
2982120823,False,2026-07-20T13:52:32,2026-07-20T14:27:53,2121,35.4,BUY,0.01,64517.93,64353.130000000005,-1.65,False,-164.8,-0.2554,-0.72,-4.7,-28.1,517.3,,13,Monday,10.0,64661.66,125.2,above,bull,mixed,90.2,inside,60.5,64590.32,201.9,above,bull,mixed,-45.9,inside,64.3,64588.25,435.0,above,bull,mixed,374.1,inside,65.4,64931.19,490.2,above,bull,HH_HL,408.5,inside,95.1,True,True,True,True,down,137.0,77.8,5.1,17.0,192.0,1000.0
2982318123,False,2026-07-20T14:16:53,2026-07-20T14:27:52,659,11.0,BUY,0.01,64201.44,64351.87,1.51,True,150.4,0.2343,0.57,13.7,155.4,200.8,,14,Monday,10.0,64261.31,175.5,below,bear,LH_LL,-400.4,inside,23.1,64261.31,239.5,below,bull,mixed,-326.9,inside,29.4,64278.52,460.8,below,bear,LH_LL,284.9,inside,42.6,64931.19,490.2,above,bull,HH_HL,408.5,inside,95.1,False,False,False,True,down,104.7,79.8,13.9,6.3,130.0,1000.0
2982403073,False,2026-07-20T14:30:01,2026-07-20T14:50:00,1199,20.0,SELL,0.01,64403.3,64275.62,1.27,True,127.7,0.1983,0.48,6.4,151.6,109.6,[tp 64275.62000],14,Monday,10.0,64403.0,207.2,below,bear,HH_HL,37.6,inside,57.3,64403.0,263.8,below,bull,LH_LL,-222.4,inside,38.4,64278.52,460.8,below,bear,LH_LL,284.9,inside,42.6,64931.19,490.2,above,bull,HH_HL,408.5,inside,95.1,True,True,True,False,up,94.0,42.5,30.5,27.1,147.0,1000.0
2982524484,False,2026-07-20T14:50:02,2026-07-20T15:03:02,780,13.0,BUY,0.01,64261.76,64482.51,2.21,True,220.8,0.3435,0.79,17.0,287.3,37.5,[tp 64482.51000],14,Monday,10.0,64274.9,208.3,below,bear,mixed,4.4,inside,39.1,64355.48,264.7,below,bull,HH_HL,-145.1,inside,34.9,64278.52,460.8,below,bear,LH_LL,284.9,inside,42.6,64931.19,490.2,above,bull,HH_HL,408.5,inside,95.1,False,False,False,True,up,67.2,22.7,44.9,32.4,132.0,1000.0
2982607776,False,2026-07-20T15:03:06,2026-07-21T19:57:18,104052,1734.2,SELL,0.01,64518.74,66431.58,-19.13,False,-1912.8,-2.9648,-6.87,-1.1,49.4,2400.7,,15,Monday,10.0,64346.55,186.7,below,bear,HH_HL,-37.8,inside,49.3,64346.55,279.1,below,bear,mixed,-243.8,inside,34.0,64346.55,447.7,below,bear,LH_LL,213.0,inside,47.6,64931.19,490.2,above,bull,HH_HL,408.5,inside,95.1,True,True,True,False,up,89.4,18.3,81.7,0.0,168.0,1000.0
2982718920,False,2026-07-20T15:19:54,2026-07-20T19:13:27,14013,233.6,SELL,0.01,64942.32,65086.36,-1.44,False,-144.0,-0.2218,-0.53,-0.6,192.3,817.8,,15,Monday,10.0,64909.83,175.1,above,bull,HH_HL,634.9,breakout_up,121.3,64909.83,278.4,above,bull,HH_HL,631.3,inside,89.4,64346.55,447.7,below,bear,LH_LL,213.0,inside,47.6,64931.19,490.2,above,bull,HH_HL,408.5,inside,95.1,False,False,True,False,up,61.0,51.5,8.5,40.0,105.0,1000.0
2982823882,False,2026-07-20T15:46:03,2026-07-20T19:13:27,12444,207.4,SELL,0.01,65257.61,65084.17,1.74,True,173.4,0.2658,0.56,0.8,187.5,502.5,,15,Monday,10.0,65184.27,169.8,above,bull,HH_HL,246.3,breakout_up,122.9,65184.27,285.0,above,bull,mixed,781.3,breakout_up,116.4,64346.55,447.7,below,bear,LH_LL,213.0,inside,47.6,64931.19,490.2,above,bull,HH_HL,408.5,inside,95.1,False,False,True,False,up,126.9,100.0,0.0,0.0,237.0,1000.0
2984240969,False,2026-07-21T00:32:32,2026-07-21T19:57:17,69885,1164.8,SELL,0.01,65407.92,66424.73,-10.17,False,-1016.8,-1.5546,-8.04,-0.9,282.8,1511.5,,0,Tuesday,10.0,65309.59,80.2,above,bull,HH_HL,121.7,inside,78.1,65309.59,119.0,above,bull,mixed,199.9,inside,77.5,65206.28,450.8,above,bull,mixed,8.3,inside,73.1,65206.28,649.3,above,bull,mixed,392.4,inside,83.2,False,False,False,False,down,80.8,36.8,38.3,24.9,102.0,1000.0
2988709898,False,2026-07-21T19:57:21,2026-07-21T20:04:11,410,6.8,SELL,0.01,66419.98,66398.39,0.22,True,21.6,0.0325,0.13,3.2,95.8,26.6,,19,Tuesday,10.0,66415.73,70.6,above,bull,mixed,45.4,inside,86.4,66425.91,168.4,above,bear,HH_HL,231.9,inside,50.5,66281.38,346.3,above,bull,mixed,-445.7,inside,66.1,66647.44,704.0,above,bull,HH_HL,1549.2,breakout_up,110.0,False,False,False,False,down,23.4,28.9,65.8,5.3,67.0,1000.0
3024562076,True,2026-07-30T12:16:07,2026-07-30T12:16:09,2,0.0,BUY,0.01,64923.39,64899.44,-0.24,False,-23.9,-0.0369,-0.18,-718.5,,,fee test close,12,Thursday,10.0,64898.87,86.2,above,bull,HH_HL,315.0,breakout_up,117.5,64898.87,128.8,above,bull,HH_HL,420.2,breakout_up,109.4,64711.57,294.8,above,bull,mixed,799.0,breakout_up,106.3,64711.57,730.0,above,bear,HH_HL,847.8,inside,67.9,True,True,True,True,down,78.0,64.3,16.2,19.5,91.0,1000.0
3024569407,True,2026-07-30T12:17:42,2026-07-30T12:17:43,1,0.0,BUY,0.01,64847.2,64837.2,-0.1,False,-10.0,-0.0154,-0.07,-600.0,,,feeN close,12,Thursday,10.0,64898.87,86.2,above,bull,HH_HL,315.0,breakout_up,117.5,64898.87,128.8,above,bull,HH_HL,420.2,breakout_up,109.4,64711.57,294.8,above,bull,mixed,799.0,breakout_up,106.3,64711.57,730.0,above,bear,HH_HL,847.8,inside,67.9,True,True,True,True,down,23.4,87.6,0.0,12.4,66.0,1000.0
3024569523,True,2026-07-30T12:17:45,2026-07-30T12:17:46,1,0.0,BUY,0.01,64845.05,64826.82,-0.18,False,-18.2,-0.0281,-0.13,-1093.8,,,feeN close,12,Thursday,10.0,64898.87,86.2,above,bull,HH_HL,315.0,breakout_up,117.5,64898.87,128.8,above,bull,HH_HL,420.2,breakout_up,109.4,64711.57,294.8,above,bull,mixed,799.0,breakout_up,106.3,64711.57,730.0,above,bear,HH_HL,847.8,inside,67.9,True,True,True,True,down,23.4,87.6,0.0,12.4,66.0,1000.0
3024569709,True,2026-07-30T12:17:48,2026-07-30T12:17:49,1,0.0,BUY,0.01,64836.4,64825.99,-0.1,False,-10.4,-0.0161,-0.08,-624.6,,,feeN close,12,Thursday,10.0,64898.87,86.2,above,bull,HH_HL,315.0,breakout_up,117.5,64898.87,128.8,above,bull,HH_HL,420.2,breakout_up,109.4,64711.57,294.8,above,bull,mixed,799.0,breakout_up,106.3,64711.57,730.0,above,bear,HH_HL,847.8,inside,67.9,True,True,True,True,down,23.4,87.6,0.0,12.4,66.0,1000.0
3024569879,True,2026-07-30T12:17:50,2026-07-30T12:17:51,1,0.0,BUY,0.01,64836.4,64827.2,-0.09,False,-9.2,-0.0142,-0.07,-552.0,,,feeN close,12,Thursday,10.0,64898.87,86.2,above,bull,HH_HL,315.0,breakout_up,117.5,64898.87,128.8,above,bull,HH_HL,420.2,breakout_up,109.4,64711.57,294.8,above,bull,mixed,799.0,breakout_up,106.3,64711.57,730.0,above,bear,HH_HL,847.8,inside,67.9,True,True,True,True,down,23.4,87.6,0.0,12.4,66.0,1000.0
3024570040,True,2026-07-30T12:17:52,2026-07-30T12:17:53,1,0.0,BUY,0.01,64836.77,64828.27,-0.09,False,-8.5,-0.0131,-0.06,-510.0,,,feeN close,12,Thursday,10.0,64898.87,86.2,above,bull,HH_HL,315.0,breakout_up,117.5,64898.87,128.8,above,bull,HH_HL,420.2,breakout_up,109.4,64711.57,294.8,above,bull,mixed,799.0,breakout_up,106.3,64711.57,730.0,above,bear,HH_HL,847.8,inside,67.9,True,True,True,True,down,23.4,87.6,0.0,12.4,66.0,1000.0
3024570494,True,2026-07-30T12:17:54,2026-07-30T12:17:55,1,0.0,BUY,0.01,64841.9,64832.630000000005,-0.09,False,-9.3,-0.0143,-0.07,-556.2,,,feeN close,12,Thursday,10.0,64898.87,86.2,above,bull,HH_HL,315.0,breakout_up,117.5,64898.87,128.8,above,bull,HH_HL,420.2,breakout_up,109.4,64711.57,294.8,above,bull,mixed,799.0,breakout_up,106.3,64711.57,730.0,above,bear,HH_HL,847.8,inside,67.9,True,True,True,True,down,23.4,87.6,0.0,12.4,66.0,1000.0
3024571248,True,2026-07-30T12:17:56,2026-07-30T12:17:57,1,0.0,BUY,0.01,64838.91,64828.91,-0.1,False,-10.0,-0.0154,-0.07,-600.0,,,feeN close,12,Thursday,10.0,64898.87,86.2,above,bull,HH_HL,315.0,breakout_up,117.5,64898.87,128.8,above,bull,HH_HL,420.2,breakout_up,109.4,64711.57,294.8,above,bull,mixed,799.0,breakout_up,106.3,64711.57,730.0,above,bear,HH_HL,847.8,inside,67.9,True,True,True,True,down,23.4,87.6,0.0,12.4,66.0,1000.0
3024571438,True,2026-07-30T12:17:58,2026-07-30T12:17:58,0,0.0,BUY,0.01,64838.9,64828.9,-0.1,False,-10.0,-0.0154,-0.07,,,,feeN close,12,Thursday,10.0,64898.87,86.2,above,bull,HH_HL,315.0,breakout_up,117.5,64898.87,128.8,above,bull,HH_HL,420.2,breakout_up,109.4,64711.57,294.8,above,bull,mixed,799.0,breakout_up,106.3,64711.57,730.0,above,bear,HH_HL,847.8,inside,67.9,True,True,True,True,down,23.4,87.6,0.0,12.4,66.0,1000.0
3024571633,True,2026-07-30T12:18:00,2026-07-30T12:18:00,0,0.0,BUY,0.01,64838.89,64828.9,-0.1,False,-10.0,-0.0154,-0.07,,13.0,35.5,feeN close,12,Thursday,10.0,64898.87,86.2,above,bull,HH_HL,315.0,breakout_up,117.5,64898.87,128.8,above,bull,HH_HL,420.2,breakout_up,109.4,64711.57,294.8,above,bull,mixed,799.0,breakout_up,106.3,64711.57,730.0,above,bear,HH_HL,847.8,inside,67.9,True,True,True,True,up,48.5,25.9,21.4,52.6,73.0,1000.0
3024571917,True,2026-07-30T12:18:02,2026-07-30T12:18:02,0,0.0,BUY,0.01,64836.09,64826.09,-0.1,False,-10.0,-0.0154,-0.07,,,,feeN close,12,Thursday,10.0,64898.87,86.2,above,bull,HH_HL,315.0,breakout_up,117.5,64898.87,128.8,above,bull,HH_HL,420.2,breakout_up,109.4,64711.57,294.8,above,bull,mixed,799.0,breakout_up,106.3,64711.57,730.0,above,bear,HH_HL,847.8,inside,67.9,True,True,True,True,up,48.5,25.9,21.4,52.6,73.0,1000.0
3024572054,True,2026-07-30T12:18:04,2026-07-30T12:18:05,1,0.0,BUY,0.01,64830.41,64820.41,-0.1,False,-10.0,-0.0154,-0.07,-600.0,,,feeN close,12,Thursday,10.0,64898.87,86.2,above,bull,HH_HL,315.0,breakout_up,117.5,64898.87,128.8,above,bull,HH_HL,420.2,breakout_up,109.4,64711.57,294.8,above,bull,mixed,799.0,breakout_up,106.3,64711.57,730.0,above,bear,HH_HL,847.8,inside,67.9,True,True,True,True,up,48.5,25.9,21.4,52.6,73.0,1000.0
3024572233,True,2026-07-30T12:18:06,2026-07-30T12:18:06,0,0.0,BUY,0.01,64828.1,64818.1,-0.1,False,-10.0,-0.0154,-0.07,,,,feeN close,12,Thursday,10.0,64898.87,86.2,above,bull,HH_HL,315.0,breakout_up,117.5,64898.87,128.8,above,bull,HH_HL,420.2,breakout_up,109.4,64711.57,294.8,above,bull,mixed,799.0,breakout_up,106.3,64711.57,730.0,above,bear,HH_HL,847.8,inside,67.9,True,True,True,True,up,48.5,25.9,21.4,52.6,73.0,1000.0
3026790764,False,2026-07-30T17:21:29,2026-07-30T18:16:19,3290,54.8,BUY,0.01,64847.28,64726.26,-1.21,False,-121.0,-0.1866,-0.66,-2.2,80.5,146.8,KL-close,17,Thursday,10.0,64825.13,75.0,above,bull,HH_HL,61.7,inside,74.9,64725.16,183.5,above,bull,HH_HL,75.0,inside,34.2,64743.49,281.6,above,bull,HH_HL,31.9,inside,81.1,64650.13,738.8,above,bull,HH_HL,1141.5,inside,65.9,True,True,True,True,down,32.0,52.7,6.2,41.2,67.0,1000.0
3027083591,False,2026-07-30T19:03:37,2026-07-30T19:06:55,198,3.3,SELL,0.01,64697.0,64763.15,-0.66,False,-66.2,-0.1022,-0.52,-20.0,4.9,69.4,[sl 64762.00],19,Thursday,10.0,64629.31,47.6,below,bear,LH_LL,-73.7,inside,4.3,64629.31,126.4,below,bull,LH_LL,-256.0,inside,17.8,64629.31,287.9,above,bull,LH_LL,-328.7,inside,70.1,64650.13,738.8,above,bull,HH_HL,1141.5,inside,65.9,True,True,False,False,up,39.6,68.5,31.5,0.0,62.0,1000.0
3027323289,False,2026-07-30T19:50:42,2026-07-30T19:51:40,58,1.0,SELL,0.01,64751.9,64802.72,-0.51,False,-50.8,-0.0785,-0.45,-52.6,-3.4,42.9,KL-close,19,Thursday,10.0,64717.48,57.0,below,bull,LH_LL,-53.7,inside,45.8,64766.21,113.8,above,bull,mixed,34.5,inside,59.8,64629.31,287.9,above,bull,LH_LL,-328.7,inside,70.1,64650.13,738.8,above,bull,HH_HL,1141.5,inside,65.9,True,False,False,False,up,60.9,84.0,2.3,13.7,89.0,1000.0
3027350848,False,2026-07-30T19:59:09,2026-07-30T20:01:54,165,2.8,SELL,0.01,64751.9,64870.0,-1.18,False,-118.1,-0.1824,-1.05,-42.9,41.9,112.2,[sl 64870.00000],19,Thursday,10.0,64751.46,60.9,above,bull,HH_HL,-58.6,inside,61.0,64766.21,113.8,above,bull,mixed,34.5,inside,59.8,64629.31,287.9,above,bull,LH_LL,-328.7,inside,70.1,64650.13,738.8,above,bull,HH_HL,1141.5,inside,65.9,False,False,False,False,down,44.6,7.4,50.5,42.1,97.0,1000.0
3027541590,False,2026-07-30T22:00:18,2026-07-30T22:07:46,448,7.5,BUY,0.01,64625.0,64820.0,1.95,True,195.0,0.3017,1.69,26.1,199.5,-25.1,[tp 64820.00000],22,Thursday,10.0,64667.65,39.6,below,bear,mixed,-10.0,inside,6.8,64667.65,100.5,below,bear,LH_LL,-139.2,inside,16.9,64667.65,279.7,above,bull,LH_LL,-75.8,inside,70.9,64733.05,738.9,above,bull,mixed,840.0,inside,69.5,False,False,True,True,down,77.7,22.3,0.0,77.7,106.0,1000.0
3027600123,False,2026-07-30T23:50:51,2026-07-31T00:52:05,3674,61.2,BUY,0.01,64720.38,64661.42,-0.59,False,-59.0,-0.0911,-0.44,-1.0,124.4,85.2,KL-close,23,Thursday,10.0,64829.14,77.2,below,bull,mixed,-33.9,inside,36.1,64763.34,129.6,below,bull,mixed,-178.1,inside,47.0,64789.68,278.8,above,bull,mixed,-19.1,inside,75.3,64733.05,738.9,above,bull,mixed,840.0,inside,69.5,False,False,True,True,down,149.5,97.1,1.1,1.7,98.0,1000.0
3028590824,False,2026-07-31T06:29:36,2026-07-31T06:32:41,185,3.1,SELL,0.01,64355.06,64434.78,-0.8,False,-79.7,-0.1239,-0.72,-25.9,-12.9,82.1,[sl 64430.06000],6,Friday,10.0,64307.62,49.4,above,bull,HH_HL,17.6,inside,70.0,64311.43,114.0,below,bear,HH_HL,74.1,inside,17.1,64290.05,297.3,below,bear,mixed,-365.9,inside,15.4,64299.36,720.8,above,bull,mixed,378.9,inside,67.4,False,True,True,False,up,86.6,80.7,6.3,13.0,90.0,1000.0
3029584729,False,2026-07-31T10:33:42,2026-07-31T10:52:12,1110,18.5,SELL,0.01,63780.0,63866.28,-0.86,False,-86.3,-0.1353,-0.72,-4.7,19.7,81.9,[sl 63865.00000],10,Friday,10.0,63752.67,58.1,above,bear,HH_HL,158.9,inside,71.2,63752.67,130.9,below,bear,HH_HL,15.2,inside,24.4,63649.38,309.7,below,bear,LH_LL,-588.0,breakout_dn,-5.2,63873.44,728.9,below,bull,LH_LL,-838.1,inside,45.7,False,True,True,True,up,36.9,39.9,60.1,0.0,70.0,1000.0
3029753881,False,2026-07-31T11:33:36,2026-07-31T12:04:17,1841,30.7,BUY,0.01,63807.16,63695.96,-1.11,False,-111.2,-0.1743,-0.99,-3.6,21.8,120.6,[sl 63698.00000],11,Friday,10.0,63833.9,61.3,above,bull,mixed,-97.7,inside,73.2,63833.9,115.9,below,bear,LH_LL,176.2,inside,33.4,63849.2,321.4,below,bear,mixed,-440.9,inside,16.0,63873.44,728.9,below,bull,LH_LL,-838.1,inside,45.7,True,False,False,False,down,33.9,55.7,7.6,36.6,69.0,1000.0
3030511807,False,2026-07-31T13:38:24,2026-07-31T13:41:56,212,3.5,BUY,0.01,63541.45,63430.52,-1.1,False,-110.9,-0.1746,-0.9,-31.4,40.3,148.2,[sl 63445.00000],13,Friday,10.0,63636.39,84.2,below,bear,LH_LL,-18.6,inside,37.8,63753.21,106.5,below,bear,HH_HL,100.1,inside,53.6,63675.61,319.5,below,bear,LH_LL,-197.8,inside,7.9,63736.79,719.0,below,bear,LH_LL,-913.3,inside,40.7,False,False,False,False,down,87.9,29.2,1.6,69.2,120.0,1000.0
3031306654,False,2026-07-31T15:37:48,2026-07-31T16:08:53,1865,31.1,SELL,0.01,62626.64,62770.0,-1.43,False,-143.4,-0.2289,-0.6,-4.6,89.4,162.6,[sl 62770.00000],15,Friday,10.0,62526.89,132.3,below,bear,HH_HL,-19.4,inside,16.8,62490.89,234.8,below,bear,LH_LL,-119.4,inside,8.3,62606.03,383.8,below,bear,LH_LL,-1043.3,breakout_dn,-25.3,63736.79,719.0,below,bear,LH_LL,-913.3,inside,40.7,True,True,True,True,up,88.8,57.6,42.4,0.0,104.0,1000.0
3031888392,False,2026-07-31T18:29:17,2026-07-31T18:38:20,543,9.1,BUY,0.01,62997.84,62928.69,-0.69,False,-69.1,-0.1098,-0.41,-7.6,32.5,69.1,[sl 62929.84000],18,Friday,10.0,63095.0,82.8,above,bull,HH_HL,-79.1,inside,72.1,63079.47,171.8,above,bear,HH_HL,286.7,inside,51.3,63174.07,341.9,below,bear,HH_HL,-501.5,inside,27.2,62629.28,748.8,below,bear,LH_LL,-2103.8,inside,0.1,True,True,False,False,down,33.8,85.1,0.0,14.9,74.0,1000.0
3031946049,False,2026-07-31T18:45:14,2026-07-31T18:49:04,230,3.8,SELL,0.01,62975.68,63051.02,-0.75,False,-75.3,-0.1196,-0.47,-19.7,22.6,72.9,[sl 63050.00],18,Friday,10.0,62960.49,81.4,below,bull,LH_LL,-143.1,inside,45.9,62960.49,164.4,below,bear,LH_LL,65.1,inside,43.1,63174.07,341.9,below,bear,HH_HL,-501.5,inside,27.2,62629.28,748.8,below,bear,LH_LL,-2103.8,inside,0.1,True,True,True,True,up,30.0,28.1,45.9,26.1,73.0,1000.0
3031966287,False,2026-07-31T18:50:55,2026-07-31T18:53:14,139,2.3,SELL,0.01,63030.35,63098.83,-0.69,False,-68.5,-0.1086,-0.43,-29.6,-0.5,80.0,[sl 63090.35],18,Friday,10.0,63006.24,83.2,above,bull,HH_HL,-88.8,inside,54.8,62960.49,164.4,below,bear,LH_LL,65.1,inside,43.1,63174.07,341.9,below,bear,HH_HL,-501.5,inside,27.2,62629.28,748.8,below,bear,LH_LL,-2103.8,inside,0.1,False,True,True,True,up,41.6,54.0,15.7,30.2,68.0,1000.0
3031975506,False,2026-07-31T18:57:40,2026-07-31T19:04:14,394,6.6,BUY,0.01,63040.35,62980.35,-0.6,False,-60.0,-0.0952,-0.38,-9.1,53.8,72.0,[sl 62980.35000],18,Friday,10.0,63062.05,88.9,above,bull,HH_HL,81.3,inside,63.2,62960.49,164.4,below,bear,LH_LL,65.1,inside,43.1,63174.07,341.9,below,bear,HH_HL,-501.5,inside,27.2,62629.28,748.8,below,bear,LH_LL,-2103.8,inside,0.1,True,False,False,False,down,45.5,58.3,33.7,8.0,74.0,1000.0
3031999878,False,2026-07-31T19:05:22,2026-07-31T19:36:10,1848,30.8,BUY,0.01,62963.12,62880.35,-0.83,False,-82.8,-0.1315,-0.54,-2.7,47.1,82.8,[sl 62888.75000],19,Friday,10.0,62968.37,86.1,below,bull,mixed,60.7,inside,38.9,63022.42,158.7,above,bear,HH_HL,27.3,inside,60.4,63022.42,352.1,below,bear,HH_HL,-170.2,inside,22.1,62629.28,748.8,below,bear,LH_LL,-2103.8,inside,0.1,False,True,False,False,up,35.8,52.0,1.4,46.7,70.0,1000.0
3032059833,False,2026-07-31T19:37:04,2026-07-31T19:47:01,597,9.9,BUY,0.01,62898.75,62982.15,0.83,True,83.4,0.1326,0.59,8.4,88.3,42.8,[tp 62982.15000],19,Friday,10.0,62933.04,78.7,below,bear,LH_LL,-49.8,inside,12.7,62943.49,148.6,below,bear,LH_LL,-136.0,inside,65.2,63022.42,352.1,below,bear,HH_HL,-170.2,inside,22.1,62629.28,748.8,below,bear,LH_LL,-2103.8,inside,0.1,False,False,False,False,up,34.2,10.0,7.1,83.0,80.0,1000.0
3032081330,False,2026-07-31T19:48:02,2026-07-31T19:59:08,666,11.1,BUY,0.01,62971.48,62904.0,-0.67,False,-67.5,-0.1072,-0.49,-6.1,-11.9,88.8,[sl 62904.00000],19,Friday,10.0,62925.59,77.1,below,bear,LH_LL,-45.9,inside,14.7,62925.59,140.9,below,bear,LH_LL,-55.1,inside,63.1,63022.42,352.1,below,bear,HH_HL,-170.2,inside,22.1,62629.28,748.8,below,bear,LH_LL,-2103.8,inside,0.1,False,False,False,False,down,31.4,91.1,0.0,8.9,71.0,1000.0
