symbol,tf,q,bars,days,vr_A,z_A,vr_B,z_B,same_sign,both_sig,edge_over_cost_A,edge_over_cost_B,cost_frac_bp
US500m,M15,16,50000,777,0.9691951563551957,-0.22977019334113996,0.9170644028075966,-1.4645446192758487,True,False,1.571264928543877,3.039350028977208,1.010500638000309
US500m,H1,2,30126,2953,0.9261397663629464,-1.1541644041583754,1.0048015519893687,0.22416918910751948,False,False,1.5626180024800123,0.053216498829714076,2.6362643565934603
US500m,H1,4,30126,2953,0.953502452147819,-0.4094445178097483,1.01046142134045,0.2327916171092847,False,False,1.3911923926133114,0.1639722494715878,2.6362643565934603
US500m,H1,8,30126,2953,0.9269890095000877,-0.4504360357973958,1.0323844799303128,0.4594135885907504,False,False,3.089302118774377,0.7178464971859956,2.6362643565934603
US500m,H1,16,30126,2953,0.9657378384580951,-0.15094022373659471,1.0553381908338046,0.5740135240536397,False,False,2.0502267621990597,1.7347408803088518,2.6362643565934603
US500m,H4,2,8889,2953,0.9320224247233247,-1.0329640548937642,1.0244918330941533,0.7444661589916148,False,False,2.7134532923490946,0.5390756895236186,2.5400149503411185
US500m,H4,4,8889,2953,0.9570599230899389,-0.3676545402126411,1.0390211547365407,0.5941509056755552,False,False,2.4240104995557314,1.2146287900359716,2.5400149503411185
US500m,H4,8,8889,2953,0.9297480974470721,-0.42101942113008634,0.9279858778362802,-0.6571844887095313,True,False,5.60847472126409,3.170123070135801,2.5400149503411185
US500m,H4,16,8889,2953,0.9657556622001826,-0.14631016254420354,0.8975931407175056,-0.6237761375088642,True,False,3.86625457383106,6.375327456170886,2.5400149503411185
USOILm,M5,2,50000,260,1.0362288650434335,0.6089378913923696,0.9965342971073652,-0.24984366384468182,False,False,0.4837715322439057,0.04496297465003179,2.6153034631216863
USOILm,M5,4,50000,260,1.0131451109905887,0.1402034849406365,0.9923545875706512,-0.3220115224170144,False,False,0.24823604018437911,0.14027478855196765,2.6153034631216863
USOILm,M5,8,50000,260,0.9970426067193403,-0.024177987713361337,1.0050605415488758,0.1419573595320248,False,False,0.07898136897842936,0.13130785207300308,2.6153034631216863
USOILm,M5,16,50000,260,0.9163884753492643,-0.5678538428176927,0.9980149022565701,-0.03906758144820873,True,False,3.157887949053787,0.07284346496356066,2.6153034631216863
USOILm,M15,2,50000,779,1.000178852095308,0.012532800131388386,0.983082634830839,-0.7926405532253269,False,False,0.0022040360145902014,0.33981356171868626,2.5308532409846207
USOILm,M15,4,50000,779,1.0140850620992696,0.5273147034420086,0.9662682396953016,-0.9170864238941897,False,False,0.24546999752794274,0.9582128416739533,2.5308532409846207
USOILm,M15,8,50000,779,1.0159233037897013,0.4011201348139087,0.9322140703008994,-1.3040821604823942,False,False,0.39245316039831174,2.723187443805263,2.5308532409846207
USOILm,M15,16,50000,779,1.0138431525292337,0.25504495515925385,0.9005469673594046,-1.4207902057716981,False,False,0.4825081484455996,5.650293501366052,2.5308532409846207
USOILm,H1,2,30523,2747,1.0609651664370894,1.0262038464518461,0.9906158741374367,-0.6159587352605974,False,False,2.2401780969255958,0.20704284731375366,3.505201335503566
USOILm,H1,4,30523,2747,1.0038578504949418,0.034632935648799365,0.9809744470129086,-0.6255826778695386,False,False,0.2004754393521185,0.593633900315219,3.505201335503566
USOILm,H1,8,30523,2747,1.0525183405913843,0.3050748382902993,0.9825585306674813,-0.322069460603611,False,False,3.859595344535055,0.7696255410099074,3.505201335503566
USOILm,H1,16,30523,2747,1.0942993410432282,0.37169410269194747,0.9795047643153809,-0.2318191752899234,False,False,9.800639942394456,1.2789816627768988,3.505201335503566
USOILm,H4,2,8815,2747,1.0539206043713614,0.8922166244239136,1.0195597437668065,0.5072708325739301,True,False,3.587377610030751,0.7914383170502889,3.5789941827709297
USOILm,H4,4,8815,2747,0.9921369978705834,-0.06940719835120383,1.009727900739921,0.12765341255409954,False,False,0.7398194298532706,0.5566574678666604,3.5789941827709297
USOILm,H4,8,8815,2747,1.0511801704020465,0.29233076845724365,0.9484124233084983,-0.43406122380963513,False,False,6.810109030431273,4.174736168754107,3.5789941827709297
USOILm,H4,16,8815,2747,1.096680304542754,0.3745323682319018,0.8866278867377038,-0.6950304146062054,False,False,18.193042964409774,12.974933684571111,3.5789941827709297
UK100m,M5,2,50000,267,1.0328576652492856,3.4124852916672714,1.031357094658169,1.6024944902452667,True,False,0.1396658891934678,0.1700135479174742,1.5193160491871576
UK100m,M5,4,50000,267,1.041695248411136,2.3253908741187033,1.0340493357940397,1.0746968605690983,True,False,0.25064278837173526,0.26107864846562934,1.5193160491871576
UK100m,M5,8,50000,267,1.046534236085733,1.667285127094951,1.0498681931716496,1.138245882440433,True,False,0.3955999558425093,0.5407559942507241,1.5193160491871576
UK100m,M5,16,50000,267,1.054917663948895,1.3523897416553634,1.0509124961174996,0.8683504224907144,True,False,0.6602534795948939,0.7807591758483103,1.5193160491871576
UK100m,M15,2,50000,793,0.9922537562956306,-0.2767575623627872,1.0014015081414989,0.12347817606574782,False,False,0.015341044921723626,0.002418591321434575,6.7808542268352685
UK100m,M15,4,50000,793,0.9917165884243067,-0.16881593019552807,1.000046773023788,0.002339296448695877,False,False,0.023200002081181285,0.00011415036649251132,6.7808542268352685
UK100m,M15,8,50000,793,0.9884934843482542,-0.16222544741376904,1.0146891209649176,0.4640071081873627,False,False,0.04557614767693868,0.05069821492047486,6.7808542268352685
UK100m,M15,16,50000,793,0.9368508157529442,-0.6623003205938571,1.0208272229532083,0.4498171461173344,False,False,0.35373377081868984,0.10165838941273331,6.7808542268352685
UK100m,H1,2,29385,3135,0.852862902433423,-1.9028565831552238,1.0001542245723847,0.009871577411166338,False,False,1.1022561652017762,0.0005295911997615424,7.0404037530792225
UK100m,H1,4,29385,3135,0.87666576234009,-0.8324937203851936,0.9773661128836416,-0.7194662542481353,True,False,1.306649189259876,0.10991610453602309,7.0404037530792225
UK100m,H1,8,29385,3135,0.8888710585084656,-0.48462309814141924,0.9575755157064143,-0.8440469790113416,True,False,1.6650126027661445,0.2913625654965629,7.0404037530792225
UK100m,H1,16,29385,3135,0.9098540915554755,-0.2826725516683834,0.9567804228937766,-0.565896532123752,True,False,1.910079154320998,0.4197712510262515,7.0404037530792225
UK100m,H4,2,8619,3135,0.8465622208888424,-1.9522396100535189,0.9738688160368523,-0.9457733795534374,True,False,2.1652094493592524,0.17582191910469033,6.851267347557773
UK100m,H4,4,8619,3135,0.8680345997634135,-0.8763238948890946,0.9580365330141537,-0.7071446543070395,True,False,2.633556784751451,0.3993008995567993,6.851267347557773
UK100m,H4,8,8619,3135,0.8838329354994967,-0.49830793639854637,0.8985109547243285,-1.0671999797170633,True,False,3.2785410114493136,1.3657244718522048,6.851267347557773
UK100m,H4,16,8619,3135,0.9022248440094186,-0.30149781094064615,0.8850869698835355,-0.8413075330057187,True,False,3.90248390831975,2.1868963454224684,6.851267347557773
FR40m,M5,2,50000,267,1.0412794569874466,3.3202179561951186,1.0194216524582544,0.5855566280885668,True,False,0.16911321446395516,0.09893969927603927,2.015687275771594
FR40m,M5,4,50000,267,1.0473505017675346,2.180026209182257,0.9964063131797068,-0.06361310004644691,False,False,0.2743362212091239,0.0258904519926246,2.015687275771594
FR40m,M5,8,50000,267,1.0361360442662646,1.134437443532504,0.9991472594635605,-0.011572801732329838,False,False,0.296083478314078,0.008688230048102935,2.015687275771594
FR40m,M5,16,50000,267,1.0200003906142898,0.45038143250456253,0.9978633977987363,-0.024021147330732757,False,False,0.23175389400383017,0.030785986361850166,2.015687275771594
FR40m,M15,2,50000,792,1.0048015761565934,0.14888337385390457,0.9935063152238799,-0.3492223799797463,False,False,0.020529394517895514,0.023793248408079688,4.136995680170114
FR40m,M15,4,50000,792,0.9994017790769871,-0.011063075186518787,0.9802853411044483,-0.655006184749686,True,False,0.0036171699617697077,0.10215668724484389,4.136995680170114
FR40m,M15,8,50000,792,1.010589246799722,0.1409121014547457,0.9901638173711795,-0.23786867115274374,False,False,0.0905497770353345,0.07208071988200088,4.136995680170114
FR40m,M15,16,50000,792,0.9926234827118464,-0.07617324645485876,0.994411054163491,-0.10231328912867248,True,False,0.08920489314483575,0.05792118391431589,4.136995680170114
FR40m,H1,2,29728,3117,0.8937070874494666,-1.3618891767882324,1.0007408838613578,0.05076055372353388,False,False,1.4833424456922377,0.005295515774264981,4.37106808433668
FR40m,H1,4,29728,3117,0.9683257690735504,-0.20975819373007681,0.9984144485461289,-0.053169830735624306,True,False,0.6251125144105042,0.01602704548299282,4.37106808433668
FR40m,H1,8,29728,3117,1.0064755194600137,0.02819948770767182,0.9782899279855982,-0.4656067975262429,False,False,0.18073477605344188,0.31034831451717976,4.37106808433668
FR40m,H1,16,29728,3117,1.0274878750100294,0.08901162267082045,0.9365259500436933,-0.9015289165213677,False,False,1.0849838597957822,1.2832147240075726,4.37106808433668
FR40m,H4,2,8731,3117,0.8845096363818207,-1.4575096935383336,0.9881727470700039,-0.5173725771773191,True,False,3.014914439099745,0.1632145513774552,4.284425017513451
FR40m,H4,4,8731,3117,0.958953987833152,-0.2676946721214091,0.9369531951985678,-1.1861545990214266,True,False,1.5153578754295842,1.2304191180951236,4.284425017513451
FR40m,H4,8,8731,3117,1.0063485381185615,0.02721348529822048,0.8516119403431756,-1.6146166895673653,False,False,0.33146140753536163,4.095471827652486,4.284425017513451
FR40m,H4,16,8731,3117,1.0205533204886528,0.06545569035484257,0.8101622907082965,-1.4009865740154266,False,False,1.5175962011658652,7.409731471200271,4.284425017513451
EURUSDm,M5,2,50000,245,0.9653671721753211,-3.031265610804414,1.0066927265056724,0.5459960499263575,False,False,0.17956719488163597,0.028038432662365435,0.6873785498872361
EURUSDm,M5,4,50000,245,0.9250148502426704,-3.4513807559399847,0.9939606422091317,-0.2783412552472646,True,False,0.5498311055686345,0.03578132445870308,0.6873785498872361
