market,report_date,usable_from,open_interest,nc_long,nc_short,nc_spread,c_long,c_short,nr_long,nr_short
eurusd,2014-04-22,2014-04-25,266259,101204,75430,4597,116984,123395,43474,62837
eurusd,2014-04-29,2014-05-02,271515,102285,76551,6632,118635,124082,43963,64250
eurusd,2014-05-06,2014-05-09,277013,110673,78122,7909,108249,123865,50182,67117
eurusd,2014-05-13,2014-05-16,268142,84383,86558,6715,131899,112028,45145,62841
eurusd,2014-05-20,2014-05-23,268199,75013,84233,6590,145672,114357,40924,63019
eurusd,2014-05-27,2014-05-30,274051,70753,87386,6335,157716,116315,39247,64015
eurusd,2014-06-03,2014-06-06,280747,57109,90134,7714,177505,116655,38419,66244
eurusd,2014-06-10,2014-06-13,331636,43739,100924,22501,224523,136545,40873,71666
eurusd,2014-06-17,2014-06-20,285489,51405,113240,4260,196143,103622,33681,64367
eurusd,2014-06-24,2014-06-27,291244,55062,112565,4893,197697,107032,33592,66754
eurusd,2014-07-01,2014-07-04,291488,52665,113441,5354,196567,105198,36902,67495
eurusd,2014-07-08,2014-07-11,294381,51595,110860,5479,204115,107205,33192,70837
eurusd,2014-07-15,2014-07-18,310661,59506,122352,5590,212426,109017,33139,73702
eurusd,2014-07-22,2014-07-25,339706,58142,146965,5184,239961,108966,36419,78591
eurusd,2014-07-29,2014-08-01,356865,56562,164637,5631,259960,104377,34712,82220
eurusd,2014-08-05,2014-08-08,379004,55179,183926,6607,283373,104329,33845,84142
eurusd,2014-08-12,2014-08-15,376424,51596,177613,6157,282707,107353,35964,85301
eurusd,2014-08-19,2014-08-22,396460,56774,195599,6697,299068,109422,33921,84742
eurusd,2014-08-26,2014-08-29,402709,53989,204646,6029,306073,109975,36618,82059
eurusd,2014-09-02,2014-09-05,419850,59398,220821,7231,317713,108749,35508,83049
eurusd,2014-09-09,2014-09-12,484306,59376,216881,45519,342823,133916,36588,87990
eurusd,2014-09-16,2014-09-19,397652,79552,216701,4985,283275,94029,29840,81937
eurusd,2014-09-23,2014-09-26,398937,60654,202619,8158,297160,106324,32965,81836
eurusd,2014-09-30,2014-10-03,409986,67030,204555,6697,302134,114913,34125,83821
eurusd,2014-10-07,2014-10-10,425656,61467,207679,7667,324023,124709,32499,85601
eurusd,2014-10-14,2014-10-17,434873,60158,215500,6602,337436,132670,30677,80101
eurusd,2014-10-21,2014-10-24,439863,60188,219559,7394,340562,132521,31719,80389
eurusd,2014-10-28,2014-10-31,441369,59054,224761,7802,343150,130765,31363,78041
eurusd,2014-11-04,2014-11-07,465332,59566,238587,7742,367033,129740,30991,89263
eurusd,2014-11-11,2014-11-14,463976,60454,224347,6928,365507,142559,31087,90142
eurusd,2014-11-18,2014-11-21,465168,58048,226778,9306,365846,141782,31968,87302
eurusd,2014-11-25,2014-11-28,465339,57982,223062,9076,366561,144526,31720,88675
eurusd,2014-12-02,2014-12-05,462058,57272,216551,12321,358219,143333,34246,89853
eurusd,2014-12-09,2014-12-12,477861,58306,195218,18529,367178,174825,33848,89289
eurusd,2014-12-16,2014-12-19,368171,56179,182834,9077,268612,95144,34303,81116
eurusd,2014-12-23,2014-12-26,376849,40690,187294,9848,295843,99595,30468,80112
eurusd,2014-12-30,2015-01-02,386295,43202,195421,9745,302896,101172,30452,79957
eurusd,2015-01-06,2015-01-09,406624,46016,207056,7171,322212,105617,31225,86780
eurusd,2015-01-13,2015-01-16,422426,50858,218709,7111,331934,106709,32523,89897
eurusd,2015-01-20,2015-01-23,450262,52047,232777,9226,350433,114236,38556,94023
eurusd,2015-01-27,2015-01-30,449726,50489,235234,8949,355311,111048,34977,94495
eurusd,2015-02-03,2015-02-06,457209,47719,244028,8168,366203,113239,35119,91774
eurusd,2015-02-10,2015-02-13,444139,47217,241858,7686,355674,110223,33562,84372
eurusd,2015-02-17,2015-02-20,438411,47175,232757,7500,349201,111559,34535,86595
eurusd,2015-02-24,2015-02-27,431217,45511,223247,6845,343315,116354,35546,84771
eurusd,2015-03-03,2015-03-06,440733,48467,220856,9169,347041,122394,36056,88314
eurusd,2015-03-10,2015-03-13,496465,61271,242344,25191,369650,136170,40353,92760
eurusd,2015-03-17,2015-03-20,449508,56329,250103,7806,348754,101065,36619,90534
eurusd,2015-03-24,2015-03-27,460950,50148,271111,6291,366788,94933,37723,88615
eurusd,2015-03-31,2015-04-03,459746,41709,268269,7236,372420,97951,38381,86290
eurusd,2015-04-07,2015-04-10,441624,39444,254702,7616,356228,96223,38336,83083
eurusd,2015-04-14,2015-04-17,453518,45264,257611,9581,358360,101060,40313,85266
eurusd,2015-04-21,2015-04-24,457610,46821,261466,9721,361058,102833,40010,83590
eurusd,2015-04-28,2015-05-01,456919,50734,248500,8202,356986,116294,40997,83923
eurusd,2015-05-05,2015-05-08,449254,50116,240243,9773,343981,116070,45384,83168
eurusd,2015-05-12,2015-05-15,439122,43333,222309,8386,345101,127933,42302,80494
eurusd,2015-05-19,2015-05-22,428580,38758,207097,9551,338273,129839,41998,82093
eurusd,2015-05-26,2015-05-29,431927,44221,215961,11710,336026,127583,39970,76673
eurusd,2015-06-02,2015-06-05,428403,49471,214983,13086,326452,119316,39394,81018
eurusd,2015-06-09,2015-06-12,436540,52643,190617,25840,316710,139995,41347,80088
eurusd,2015-06-16,2015-06-19,350145,82714,172071,4491,225812,102841,37128,70742
eurusd,2015-06-23,2015-06-26,345427,67867,167173,5022,233162,101253,39376,71979
eurusd,2015-06-30,2015-07-03,346115,65554,165589,5526,236963,102207,38072,72793
eurusd,2015-07-07,2015-07-10,354885,66161,165427,5532,245408,103930,37784,79996
eurusd,2015-07-14,2015-07-17,356760,62676,170457,5844,249129,105205,39111,75254
eurusd,2015-07-21,2015-07-24,366892,65728,178704,7435,254622,101507,39107,79246
eurusd,2015-07-28,2015-07-31,357940,67842,171850,7656,244469,103550,37973,74884
eurusd,2015-08-04,2015-08-07,367885,70620,184014,6023,254646,102623,36596,75225
eurusd,2015-08-11,2015-08-14,361334,67373,182583,6105,248825,96502,39031,76144
eurusd,2015-08-18,2015-08-21,356952,68473,161205,7121,240738,118412,40620,70214
eurusd,2015-08-25,2015-08-28,374977,87807,153885,8190,235992,144841,42988,68061
eurusd,2015-09-01,2015-09-04,363980,74910,142767,8764,238443,150100,41863,62349
eurusd,2015-09-08,2015-09-11,383187,75715,156956,13193,254844,146399,39435,66639
eurusd,2015-09-15,2015-09-18,311366,63416,147618,6744,201476,99066,39730,57938
eurusd,2015-09-22,2015-09-25,315450,63526,144559,5744,204828,102714,41352,62433
eurusd,2015-09-29,2015-10-02,322721,61932,149592,6195,215338,103272,39256,63662
eurusd,2015-10-06,2015-10-09,337606,65410,154220,7682,222477,113970,42037,61734
eurusd,2015-10-13,2015-10-16,349720,71132,151708,6509,226415,129400,45664,62103
eurusd,2015-10-20,2015-10-23,357133,76291,138857,7090,229622,150293,44130,60893
eurusd,2015-10-27,2015-10-30,380564,70351,176285,6349,261683,127233,42181,70697
eurusd,2015-11-03,2015-11-06,405462,72883,207217,4525,288232,119288,39822,74432
eurusd,2015-11-10,2015-11-13,421967,78994,221933,6817,294780,110225,41376,82992
eurusd,2015-11-17,2015-11-20,436801,78898,243075,7074,307454,103302,43375,83350
eurusd,2015-11-24,2015-11-27,444626,76296,251780,7450,318441,102519,42439,82877
eurusd,2015-12-01,2015-12-04,462447,78782,261627,8929,330854,106332,43882,85559
eurusd,2015-12-08,2015-12-11,474921,80378,252709,25883,309680,112572,58980,83757
eurusd,2015-12-15,2015-12-18,404837,71295,231256,4695,275052,89741,53795,79145
eurusd,2015-12-22,2015-12-25,406533,70509,231556,5290,275354,93283,55380,76404
eurusd,2015-12-29,2016-01-01,400497,66973,227523,4976,273701,93279,54847,74719
eurusd,2016-01-05,2016-01-08,407105,66857,227500,4498,276815,97443,58935,77664
eurusd,2016-01-12,2016-01-15,398570,63162,209613,5823,271543,109792,58042,73342
eurusd,2016-01-19,2016-01-22,400362,69449,206464,6046,265334,117867,59533,69985
eurusd,2016-01-26,2016-01-29,402227,71446,198661,6226,267012,124194,57543,73146
eurusd,2016-02-02,2016-02-05,403939,96012,183085,6769,259869,147872,41289,66213
eurusd,2016-02-09,2016-02-12,441228,114607,177921,8356,268586,194562,49679,60389
eurusd,2016-02-16,2016-02-19,429997,113970,162175,7793,258996,205232,49238,54797
eurusd,2016-02-23,2016-02-26,422624,107566,154423,7678,258954,205427,48426,55096
eurusd,2016-03-01,2016-03-04,417624,103965,172506,8298,260901,174403,44460,62417
eurusd,2016-03-08,2016-03-11,433221,104165,176072,18263,263377,173378,47416,65508
eurusd,2016-03-15,2016-03-18,322405,90353,167908,6390,180672,92859,44990,55248
eurusd,2016-03-22,2016-03-25,324310,91334,157387,6814,176950,103926,49212,56183
eurusd,2016-03-29,2016-04-01,330090,93726,157537,6047,178491,111140,51826,55366
eurusd,2016-04-05,2016-04-08,338533,98014,151501,6799,180268,120531,53452,59702
eurusd,2016-04-12,2016-04-15,333535,89216,141267,6607,182596,126793,55116,58868
eurusd,2016-04-19,2016-04-22,345563,101211,148128,6360,185459,133519,52533,57556
eurusd,2016-04-26,2016-04-29,340200,99072,138739,8215,182996,138270,49917,54976
eurusd,2016-05-03,2016-05-06,360461,113034,136653,8277,184524,156966,54626,58565
eurusd,2016-05-10,2016-05-13,344978,101277,123149,9001,181863,152379,52837,60449
eurusd,2016-05-17,2016-05-20,349559,101723,124310,11343,186065,151949,50428,61957
eurusd,2016-05-24,2016-05-27,350242,93955,131850,11382,193758,145257,51147,61753
eurusd,2016-05-31,2016-06-03,356178,98218,135872,10632,198726,148012,48602,61662
eurusd,2016-06-07,2016-06-10,386010,93492,160604,27389,207448,127910,57681,70107
eurusd,2016-06-14,2016-06-17,325402,104510,160999,7951,168953,98248,43988,58204
eurusd,2016-06-21,2016-06-24,317400,88639,149985,10484,174231,100833,44046,56098
eurusd,2016-06-28,2016-07-01,337273,109580,171514,10857,175747,99094,41089,55808
eurusd,2016-07-05,2016-07-08,362649,112011,187338,12437,197845,104095,40356,58779
eurusd,2016-07-12,2016-07-15,370372,107635,195295,10263,211520,103371,40954,61443
eurusd,2016-07-19,2016-07-22,388905,111578,211469,10787,225909,101654,40631,64995
eurusd,2016-07-26,2016-07-29,400035,109193,221793,9442,239073,103338,42327,65462
eurusd,2016-08-02,2016-08-05,378500,104516,208619,9076,218778,99452,46130,61353
eurusd,2016-08-09,2016-08-12,368693,100442,198841,7668,218984,99470,41599,62714
eurusd,2016-08-16,2016-08-19,366037,103060,195568,8471,208203,99798,46303,62200
eurusd,2016-08-23,2016-08-26,364044,105374,182032,8403,202180,111006,48087,62603
eurusd,2016-08-30,2016-09-02,364843,108261,190186,7058,204241,103433,45283,64166
eurusd,2016-09-06,2016-09-09,375985,97324,189954,12334,220781,107441,45546,66256
eurusd,2016-09-13,2016-09-16,379624,91783,173258,25877,216048,112825,45916,67664
eurusd,2016-09-20,2016-09-23,324525,95698,180723,6314,177910,77967,44603,59521
eurusd,2016-09-27,2016-09-30,328490,100492,176522,8108,174828,86986,45062,56874
eurusd,2016-10-04,2016-10-07,347643,105634,187693,8767,186827,89483,46415,61700
eurusd,2016-10-11,2016-10-14,378774,114284,207756,8917,209879,99131,45694,62970
eurusd,2016-10-18,2016-10-21,413183,128181,237449,9077,230197,104790,45728,61867
eurusd,2016-10-25,2016-10-28,448471,142881,266737,8882,246230,108147,50478,64705
eurusd,2016-11-01,2016-11-04,444502,126443,263828,11245,261922,105533,44892,63896
eurusd,2016-11-08,2016-11-11,418007,118897,248211,9885,245616,101035,43609,58876
eurusd,2016-11-15,2016-11-18,415752,121575,240757,8128,235596,104624,50453,62243
eurusd,2016-11-22,2016-11-25,434768,127122,246470,10142,243796,111726,53708,66430
eurusd,2016-11-29,2016-12-02,447190,136108,255348,11046,245355,116561,54681,64235
eurusd,2016-12-06,2016-12-09,433237,123390,237946,11295,246681,120065,51871,63931
eurusd,2016-12-13,2016-12-16,447679,123597,211110,10796,259537,160236,53749,65537
eurusd,2016-12-20,2016-12-23,399589,117460,195505,10551,219648,130749,51930,62784
eurusd,2016-12-27,2016-12-30,405681,123281,192689,9952,220288,141332,52160,61708
eurusd,2017-01-03,2017-01-06,416239,129701,199757,9554,221781,148076,55203,58852
eurusd,2017-01-10,2017-01-13,415212,134747,200570,7107,219984,147154,53374,60381
eurusd,2017-01-17,2017-01-20,415090,128846,195346,8867,225333,150756,52044,60121
eurusd,2017-01-24,2017-01-27,414447,131904,184252,7246,224017,163750,51280,59199
eurusd,2017-01-31,2017-02-03,405541,125689,171402,9083,218274,164996,52495,60060
eurusd,2017-02-07,2017-02-10,409178,126708,171659,8328,220490,171635,53652,57556
eurusd,2017-02-14,2017-02-17,406350,125333,172097,10485,216770,159331,53762,64437
eurusd,2017-02-21,2017-02-24,417129,130981,189232,10493,220218,155969,55437,61435
eurusd,2017-02-28,2017-03-03,431635,143584,194748,10986,220938,162414,56127,63487
eurusd,2017-03-07,2017-03-10,435309,137662,197163,11287,228335,161564,58025,65295
eurusd,2017-03-14,2017-03-17,381474,148272,189299,9409,166321,128708,57472,54058
eurusd,2017-03-21,2017-03-24,406717,159590,179252,10076,176574,160480,60477,56909
eurusd,2017-03-28,2017-03-31,408853,163648,171571,9239,177046,171114,58920,56929
eurusd,2017-04-04,2017-04-07,397594,155468,166873,9538,173689,166592,58899,54591
eurusd,2017-04-11,2017-04-14,420332,173594,192550,8449,179203,163127,59086,56206
eurusd,2017-04-18,2017-04-21,430589,185786,207435,8552,179950,159602,56301,55000
eurusd,2017-04-25,2017-04-28,411006,157831,178726,10533,181520,167731,61122,54016
eurusd,2017-05-02,2017-05-05,409936,159418,161071,13447,179781,178953,57290,56465
eurusd,2017-05-09,2017-05-12,418301,155581,133182,13279,183860,217059,65581,54781
eurusd,2017-05-16,2017-05-19,431659,164234,126630,14322,186406,236357,66697,54350
eurusd,2017-05-23,2017-05-26,449360,175032,110187,14881,190524,272094,68923,52198
eurusd,2017-05-30,2017-06-02,453280,176226,103357,17221,185792,279432,74041,53270
eurusd,2017-06-06,2017-06-09,447178,164889,90880,23324,188042,279047,70923,53927
eurusd,2017-06-13,2017-06-16,474300,164227,85174,24390,211353,301281,74330,63455
eurusd,2017-06-20,2017-06-23,379269,167245,122393,13014,132839,192994,66171,50868
eurusd,2017-06-27,2017-06-30,400560,179671,120976,14420,136134,211639,70335,53525
eurusd,2017-07-03,2017-07-07,422496,185925,108461,15675,144260,244301,76636,54059
eurusd,2017-07-11,2017-07-14,436899,190267,106479,16654,150147,258152,79831,55614
eurusd,2017-07-18,2017-07-21,446259,199540,108219,15560,150114,268566,81045,53914
eurusd,2017-07-25,2017-07-28,449086,197656,106814,16205,155560,271095,79665,54972
eurusd,2017-08-01,2017-08-04,457254,191477,108840,21170,164304,272865,80303,54379
eurusd,2017-08-08,2017-08-11,461152,201231,107546,22609,157833,279623,79479,51374
eurusd,2017-08-15,2017-08-18,462148,190336,111069,21762,174177,278546,75873,50771
eurusd,2017-08-22,2017-08-25,464445,197818,109842,19103,169989,284515,77535,50985
eurusd,2017-08-29,2017-09-01,469307,194331,107812,19103,173410,287170,82463,55222
eurusd,2017-09-05,2017-09-08,464988,194976,98667,19778,171223,291891,79011,54652
eurusd,2017-09-12,2017-09-15,487425,191102,105044,31985,175600,291785,88738,58611
eurusd,2017-09-19,2017-09-22,431108,190025,127272,15019,149288,236626,76776,52191
eurusd,2017-09-26,2017-09-29,429111,183679,95512,17222,152592,261208,75618,55169
eurusd,2017-10-03,2017-10-06,438663,187053,96220,20643,157203,266511,73764,55289
eurusd,2017-10-10,2017-10-13,450748,195816,97737,23538,158660,275104,72734,54369
eurusd,2017-10-17,2017-10-20,446338,186751,96299,21066,165127,276217,73394,52756
eurusd,2017-10-24,2017-10-27,445018,183539,100035,21994,165585,271183,73900,51806
eurusd,2017-10-31,2017-11-03,440384,173670,101573,21784,174510,257642,70420,59385
eurusd,2017-11-07,2017-11-10,446502,181335,95880,21063,173294,272122,70810,57437
eurusd,2017-11-14,2017-11-17,467842,200023,115437,20880,173624,275809,73315,55716
eurusd,2017-11-21,2017-11-24,465307,195909,100472,21064,175054,292129,73280,51642
eurusd,2017-11-28,2017-12-01,495561,205160,115479,21603,189056,310897,79742,47582
eurusd,2017-12-05,2017-12-08,499124,205400,112294,23524,190380,314914,79820,48392
eurusd,2017-12-12,2017-12-15,505744,206027,92138,34146,185209,320739,80362,58721
eurusd,2017-12-19,2017-12-22,485622,198398,112174,17869,190521,310282,78834,45297
eurusd,2017-12-26,2017-12-29,497744,208913,116765,17294,186931,318343,84606,45342
eurusd,2018-01-02,2018-01-05,542622,236808,108940,18239,199313,365245,88262,50198
eurusd,2018-01-09,2018-01-12,563400,242053,97362,17563,217213,400874,86571,47601
eurusd,2018-01-16,2018-01-19,594038,254344,114854,13173,231291,413138,95230,52873
eurusd,2018-01-23,2018-01-26,608683,262175,117458,14723,236300,429090,95485,47412
eurusd,2018-01-30,2018-02-02,603460,258022,109280,16504,239494,430681,89440,46995
eurusd,2018-02-06,2018-02-09,596937,251369,110546,13460,245381,424817,86727,48114
eurusd,2018-02-13,2018-02-16,564233,230785,103496,13523,235656,411639,84269,35575
eurusd,2018-02-20,2018-02-23,567534,229273,103147,13231,237072,405640,87958,45516
eurusd,2018-02-27,2018-03-02,567463,238287,100310,13402,227585,404040,88189,49711
eurusd,2018-03-06,2018-03-09,557530,227354,94382,12382,230012,403842,87782,46924
eurusd,2018-03-13,2018-03-16,584759,239453,93073,24930,220729,398792,99647,67964
eurusd,2018-03-20,2018-03-23,496964,219434,86695,11439,183424,351964,82667,46866
eurusd,2018-03-27,2018-03-30,514049,234656,93592,9358,187625,361061,82410,50038
eurusd,2018-04-03,2018-04-06,493677,221327,86946,10852,185288,346555,76210,49324
eurusd,2018-04-10,2018-04-13,508204,236344,88881,10485,182400,363023,78975,45815
eurusd,2018-04-17,2018-04-20,509032,238829,87353,9212,181413,362866,79578,49601
eurusd,2018-04-24,2018-04-27,494154,216944,86350,11874,187816,344556,77520,51374
eurusd,2018-05-01,2018-05-04,509659,221011,100443,13555,201842,343942,73251,51719
eurusd,2018-05-08,2018-05-11,515132,226601,106096,11664,201532,342701,75335,54671
eurusd,2018-05-15,2018-05-18,505114,219317,104203,12321,201322,330265,72154,58325
eurusd,2018-05-22,2018-05-25,520648,225960,116216,13843,209287,333009,71558,57580
eurusd,2018-05-29,2018-06-01,552251,230927,137890,13428,227944,338977,79952,61956
eurusd,2018-06-05,2018-06-08,576287,239904,150668,18557,248379,342981,69447,64081
eurusd,2018-06-12,2018-06-15,599561,236617,148392,19517,269450,366976,73977,64676
eurusd,2018-06-19,2018-06-22,478200,190684,154566,12619,208997,251900,65900,59115
eurusd,2018-06-26,2018-06-29,481383,190147,156243,11860,212675,254515,66701,58765
eurusd,2018-07-03,2018-07-06,487131,189005,152258,12078,215126,263065,70922,59730
eurusd,2018-07-10,2018-07-13,477596,179401,155044,12919,217394,247174,67882,62459
eurusd,2018-07-17,2018-07-20,490064,177390,155983,11297,233378,262774,67999,60010
eurusd,2018-07-24,2018-07-27,496665,179515,149875,9960,232134,277207,75056,59623
eurusd,2018-07-31,2018-08-03,499721,174549,151724,9600,231982,278576,83590,59821
eurusd,2018-08-07,2018-08-10,507186,177923,167358,9554,238559,264653,81150,65621
eurusd,2018-08-14,2018-08-17,526571,188428,190217,10195,246723,257030,81225,69129
eurusd,2018-08-21,2018-08-24,532137,188907,193748,10706,254692,258443,77832,69240
eurusd,2018-08-28,2018-08-31,529124,171359,178578,17156,255809,269383,84800,64007
eurusd,2018-09-04,2018-09-07,527579,173335,165372,13706,254016,283775,86522,64726
eurusd,2018-09-11,2018-09-14,550492,164639,153469,19095,277060,310471,89698,67457
eurusd,2018-09-18,2018-09-21,465130,166468,164802,11748,205804,228792,81110,59788
eurusd,2018-09-25,2018-09-28,477881,172426,168730,14351,203763,240493,87341,54307
eurusd,2018-10-02,2018-10-05,479644,164738,171839,12462,224680,234180,77764,61163
eurusd,2018-10-09,2018-10-12,483802,162315,178457,10592,228799,234237,82096,60516
eurusd,2018-10-16,2018-10-19,469299,140817,170161,10614,239573,227660,78295,60864
eurusd,2018-10-23,2018-10-26,489829,149585,179889,9648,251035,239190,79561,61102
eurusd,2018-10-30,2018-11-02,504458,157691,190353,9688,253543,238938,83536,65479
eurusd,2018-11-06,2018-11-09,510193,148973,195816,10691,261621,240069,88908,63617
eurusd,2018-11-13,2018-11-16,520240,161860,198879,10473,268439,244051,79468,66837
eurusd,2018-11-20,2018-11-23,535707,157633,204862,15741,275695,252104,86638,63000
eurusd,2018-11-27,2018-11-30,538454,149719,204790,15042,281759,256916,91934,61706
eurusd,2018-12-04,2018-12-07,545537,144859,205635,18758,289664,257730,92256,63414
eurusd,2018-12-11,2018-12-14,613745,146082,202369,15874,341484,312735,110305,82767
eurusd,2018-12-18,2018-12-21,505711,147654,200778,13570,262111,233982,82376,57381
eurusd,2018-12-24,2018-12-28,508253,139059,197514,11791,267531,243588,89872,55360
eurusd,2018-12-31,2019-01-04,505986,148288,194936,13427,262426,244448,81845,53175
eurusd,2019-01-08,2019-01-11,514545,146271,186804,12391,269050,261525,86833,53825
eurusd,2019-01-15,2019-01-18,525052,152534,185195,12020,274438,273918,86060,53919
eurusd,2019-01-22,2019-01-25,527176,148652,189658,11417,276892,270757,90215,55344
eurusd,2019-01-29,2019-02-01,527521,146625,193099,12824,278577,263384,89495,58214
eurusd,2019-02-05,2019-02-08,523868,145480,197444,8796,280451,261152,89141,56476
eurusd,2019-02-12,2019-02-15,538627,157170,221070,8323,283224,245708,89910,63526
eurusd,2019-02-19,2019-02-22,537396,145762,220696,10215,289392,244078,92027,62407
eurusd,2019-02-26,2019-03-01,528376,143847,216302,11062,282780,238939,90687,62073
eurusd,2019-03-05,2019-03-08,541753,155922,234088,8600,284662,230006,92569,69059
eurusd,2019-03-12,2019-03-15,536724,151857,227602,18180,276601,219607,90086,71335
eurusd,2019-03-19,2019-03-22,483172,141700,219404,13143,251905,191673,76424,58952
eurusd,2019-03-26,2019-03-29,486804,139696,219974,9811,252484,191685,84813,65334
eurusd,2019-04-02,2019-04-05,497717,144973,244157,9499,258809,183599,84436,60462
eurusd,2019-04-09,2019-04-12,494804,140401,242599,10531,258102,180785,85770,60889
eurusd,2019-04-16,2019-04-19,499280,144867,242890,9996,260967,186481,83450,59913
eurusd,2019-04-23,2019-04-26,507722,148331,253749,10118,265335,179383,83938,64472
eurusd,2019-04-30,2019-05-03,517935,153821,259365,11081,266740,184120,86293,63369
eurusd,2019-05-07,2019-05-10,516282,152633,258738,10037,269233,184489,84379,63018
eurusd,2019-05-14,2019-05-17,504460,150681,245982,9614,262186,186402,81979,62462
eurusd,2019-05-21,2019-05-24,516122,149873,250975,9547,272597,194394,84105,61206
eurusd,2019-05-28,2019-05-31,536798,151129,250820,15491,283460,211782,86718,58705
eurusd,2019-06-04,2019-06-07,517428,155771,243322,10612,266118,205562,84927,57932
eurusd,2019-06-11,2019-06-14,542810,149661,236453,14814,289197,227051,89138,64492
eurusd,2019-06-18,2019-06-21,503825,162795,215125,8882,250067,222928,82081,56890
eurusd,2019-06-25,2019-06-28,521907,159285,215580,13163,262025,238416,87434,54748
eurusd,2019-07-02,2019-07-05,520970,157122,188855,10902,268544,261228,84402,59985
eurusd,2019-07-09,2019-07-12,521379,158398,194263,11324,266303,260339,85354,55453
eurusd,2019-07-16,2019-07-19,535848,170487,201838,10095,269227,265074,86039,58841
eurusd,2019-07-23,2019-07-26,541102,173483,212487,9810,269699,254802,88110,64003
eurusd,2019-07-30,2019-08-02,563024,175132,229115,11398,289310,258340,87184,64171
eurusd,2019-08-06,2019-08-09,545453,177988,221998,12529,272245,248980,82691,61946
eurusd,2019-08-13,2019-08-16,550607,167214,213863,13966,286585,259479,82842,63299
eurusd,2019-08-20,2019-08-23,542806,168455,206432,12588,278685,262478,83078,61308
eurusd,2019-08-27,2019-08-30,525065,173451,212255,12779,255401,239344,83434,60687
eurusd,2019-09-03,2019-09-06,546954,186144,235280,13876,263544,236079,83390,61719
eurusd,2019-09-10,2019-09-13,585117,180535,230377,20866,303836,270876,79880,62998
eurusd,2019-09-17,2019-09-20,503272,164272,232831,9694,252628,207122,76678,53625
eurusd,2019-09-24,2019-09-27,502612,160687,221409,11998,250286,211326,79641,57879
eurusd,2019-10-01,2019-10-04,511934,172258,238236,10181,247476,206802,82019,56715
eurusd,2019-10-08,2019-10-11,514638,162777,238190,11597,260777,206186,79487,58665
eurusd,2019-10-15,2019-10-18,517182,153261,230127,17090,264794,214307,82037,55658
eurusd,2019-10-22,2019-10-25,528545,168653,219703,12983,264350,242340,82559,53519
eurusd,2019-10-29,2019-11-01,538847,166540,219895,11596,277771,251937,82940,55419
eurusd,2019-11-05,2019-11-08,563336,164183,224929,16970,297733,265666,84450,55771
eurusd,2019-11-12,2019-11-15,569527,170250,227919,10792,300579,273909,87906,56907
eurusd,2019-11-19,2019-11-22,577689,163898,226401,16020,310291,278082,87480,57186
eurusd,2019-11-26,2019-11-29,578450,169916,231332,10906,308994,277623,88634,58589
eurusd,2019-12-03,2019-12-06,590124,164392,233441,16006,321158,285706,88568,54971
eurusd,2019-12-10,2019-12-13,646417,164732,232375,22164,363680,325511,95841,66367
eurusd,2019-12-17,2019-12-20,542923,165355,231049,11485,288313,244275,77770,56114
eurusd,2019-12-24,2019-12-27,540395,160263,233206,13131,282401,241064,84600,52994
eurusd,2019-12-31,2020-01-03,557585,168852,243197,13523,285490,245540,89720,55325
eurusd,2020-01-07,2020-01-10,555940,164813,226477,12802,288408,263100,89917,53561
eurusd,2020-01-14,2020-01-17,571239,163881,212063,18084,297419,288854,91855,52238
eurusd,2020-01-21,2020-01-24,582164,168216,215235,17943,302385,295283,93620,53703
eurusd,2020-01-28,2020-01-31,598793,180653,239515,13248,311346,291195,93546,54835
eurusd,2020-02-04,2020-02-07,594698,166925,242005,12963,321548,283559,93262,56171
eurusd,2020-02-11,2020-02-14,612444,169475,255144,14252,338132,281706,90585,61342
eurusd,2020-02-18,2020-02-21,617487,170586,262093,13588,340245,282010,93068,59796
eurusd,2020-02-25,2020-02-28,625563,157587,271608,22229,355329,270784,90418,60942
eurusd,2020-03-03,2020-03-06,640357,151904,238607,18922,385539,329833,83992,52995
eurusd,2020-03-10,2020-03-13,659151,153820,166487,17667,397574,424702,90090,50295
eurusd,2020-03-17,2020-03-20,588116,147133,114638,10612,352847,419664,77524,43202
eurusd,2020-03-24,2020-03-27,571086,152360,91070,11009,326218,414867,81499,54140
eurusd,2020-03-31,2020-04-03,551752,155047,80800,10205,315522,415776,70978,44971
eurusd,2020-04-07,2020-04-10,554697,161185,81561,7089,304521,422120,81902,43927
eurusd,2020-04-14,2020-04-17,543361,165078,78461,5598,296805,417530,75880,41772
eurusd,2020-04-21,2020-04-24,546661,170378,83160,5961,297719,413092,72603,44448
eurusd,2020-04-28,2020-05-01,545082,167264,87583,11596,291497,399179,74725,46724
eurusd,2020-05-05,2020-05-08,541624,169272,92973,6642,290624,393234,75086,48775
eurusd,2020-05-12,2020-05-15,547329,171980,93840,6488,294370,400827,74491,46174
eurusd,2020-05-19,2020-05-22,547206,167756,95194,6820,295367,397961,77263,47231
eurusd,2020-05-26,2020-05-29,556749,175034,99812,7179,298419,404675,76117,45083
eurusd,2020-06-02,2020-06-05,583384,174412,93172,14831,312787,429985,81354,45396
eurusd,2020-06-09,2020-06-12,592915,184669,89020,7615,316909,450627,83722,45653
eurusd,2020-06-16,2020-06-19,574939,187120,69988,6327,302800,457835,78692,40789
eurusd,2020-06-23,2020-06-26,585421,190816,72368,6055,305405,467945,83145,39053
eurusd,2020-06-30,2020-07-03,579738,180387,81432,6615,306839,453967,85897,37724
